Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius,Fertilizer_Used,Irrigation_Used,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare
North,Silt,Wheat,413.31796636411735,16.96920213201196,False,False,Rainy,99,1.893103507554542
South,Silt,Wheat,287.4549996560919,19.221143864003785,True,True,Rainy,101,3.818095276920489
West,Chalky,Soybean,443.63732667627016,21.23915191700358,False,True,Cloudy,111,3.0833682897042016
West,Peaty,Rice,644.003946812427,26.72223936636293,False,True,Sunny,63,5.242936587260813
West,Clay,Barley,501.5983503355813,30.242903020523897,False,False,Cloudy,78,2.6395332982423523
South,Silt,Wheat,852.8538104067212,27.106136524686946,False,True,Sunny,139,5.987996246909585
North,Silt,Maize,609.6378684489368,39.4093344816844,True,False,Rainy,88,5.059475485150614
West,Clay,Rice,948.7814946433958,23.58097719777232,True,False,Rainy,134,6.545284586266368
West,Peaty,Wheat,793.9588917935098,16.492551506583894,True,True,Rainy,82,6.814514101411445
South,Chalky,Barley,349.63647969162105,24.8118096489574,True,False,Cloudy,81,3.441008409531165
East,Silt,Cotton,844.6071671549082,26.370533082824423,True,False,Sunny,75,5.853772960481651
West,Silt,Cotton,203.619528534822,20.86649565901567,False,True,Rainy,83,3.161299122578785
East,Peaty,Maize,968.1247291683876,33.96812612698695,True,True,Sunny,72,7.924061162734717
South,Clay,Cotton,805.36704298414,17.171095639305353,False,True,Sunny,122,6.095706447785617
North,Loam,Wheat,845.7136888661619,34.85964045462923,False,False,Rainy,110,5.225226135174441
West,Clay,Cotton,425.4737463946274,16.34039954177016,True,True,Rainy,110,4.498602526409399
South,Clay,Maize,429.9887058577685,26.47448243578234,True,False,Sunny,65,4.400242060210668
East,Silt,Wheat,949.2052557903183,32.861561206938674,True,True,Cloudy,93,8.84471141513232
North,Chalky,Soybean,393.5187771098788,30.95009285665862,True,True,Sunny,116,5.171421892354748
West,Peaty,Maize,126.96094801601195,19.975194291613043,False,False,Cloudy,131,-0.1896588883408116
West,Peaty,Soybean,823.6532582722682,25.088379459759462,True,False,Rainy,129,5.434148330067064
South,Sandy,Soybean,806.1046071964497,22.57707604389617,True,True,Cloudy,63,7.250911809821163
South,Peaty,Cotton,102.09190180871362,23.98588107625787,False,True,Rainy,109,2.5937343398702737
South,Sandy,Cotton,259.5038164146172,30.272660177842667,True,False,Cloudy,111,2.7666850941644547
North,Loam,Wheat,893.0468437377201,29.42249641915177,False,False,Rainy,134,4.542953344454827
North,Sandy,Rice,787.5960565532306,32.16868785652152,True,True,Sunny,129,7.753869458371275
South,Peaty,Cotton,797.8083762101812,19.295094331002247,False,False,Cloudy,135,4.691933179461014
West,Clay,Wheat,252.00771752770348,19.20443019399171,True,True,Cloudy,71,4.123079316468402
South,Loam,Rice,929.9498526108276,33.295828155099315,False,False,Sunny,104,5.2223960651663575
East,Loam,Rice,534.7017108534437,33.95783598008726,True,False,Cloudy,106,5.357456790353115
East,Clay,Soybean,406.48393207792657,27.318383921131694,False,True,Rainy,74,4.0837389967527535
South,Clay,Barley,754.4219061485966,17.204294127716917,True,False,Sunny,144,5.405988505639379
North,Clay,Wheat,132.21084876664594,29.75199119782168,True,True,Cloudy,78,3.4650602595390474
South,Loam,Wheat,327.4034593638005,23.06957722709191,False,False,Rainy,96,2.293503260339843
East,Sandy,Maize,593.8866395312389,17.223548670676934,True,True,Cloudy,98,5.518488549258382
South,Chalky,Wheat,360.9748829254903,20.15821258089813,True,True,Sunny,126,4.670387633856105
North,Clay,Rice,580.8422172144809,35.85316630104688,True,False,Cloudy,139,5.3223041472552985
North,Loam,Cotton,731.2999680057964,38.22513616692808,False,True,Sunny,90,5.801876864016648
West,Loam,Soybean,110.60892293156044,39.134495510540965,False,True,Sunny,147,2.2810566822612017
North,Silt,Wheat,158.5640271915162,21.38434321249161,True,True,Cloudy,110,3.510687400193388
East,Silt,Wheat,839.6102815563157,17.330077301614537,True,False,Sunny,149,6.697563030708063
East,Sandy,Rice,322.8150002776488,31.92384850275114,True,False,Sunny,122,3.345196105500667
South,Clay,Rice,299.36571863234286,20.508182309569747,True,False,Sunny,118,3.930592045090108
South,Peaty,Maize,109.42557353600768,26.136692141190235,False,False,Cloudy,86,1.0800387418811916
South,Clay,Rice,753.9318528541306,32.873724113422526,False,False,Cloudy,105,3.3358275562906003
East,Sandy,Rice,368.3913865497341,16.716209877378176,True,True,Sunny,96,5.040855991192298
North,Peaty,Soybean,409.8505918185032,24.715656321015217,False,True,Sunny,131,2.8877509907788843
North,Clay,Rice,971.3140877096464,17.928408575313515,True,True,Cloudy,67,8.373027156584975
North,Chalky,Rice,412.96109780499273,15.083608633069485,True,False,Rainy,110,3.2586084640985167
North,Chalky,Maize,343.93891006708566,30.936354931407426,False,True,Cloudy,144,3.4686510194055797
South,Chalky,Barley,863.8630917324783,30.530575721777733,True,True,Rainy,132,7.50320108703803
North,Sandy,Soybean,262.9745236186123,26.34994835049224,False,False,Sunny,110,1.463453586853358
East,Loam,Cotton,991.8300239181308,26.09933632155963,True,True,Cloudy,106,8.004073631853474
East,Peaty,Cotton,153.60403904590595,19.48711962033543,False,False,Sunny,112,2.323953977104885
North,Clay,Soybean,216.22376407932396,24.742617788718544,True,False,Sunny,90,3.7154794632233465
South,Silt,Cotton,865.9259835518848,18.022573630089845,False,False,Rainy,85,4.598131773527462
South,Loam,Wheat,126.9480101090123,32.81946460055998,False,True,Sunny,131,2.657860256740532
West,Loam,Rice,197.9114690084409,28.440213957778475,True,True,Rainy,80,4.645209922239661
North,Loam,Rice,637.9579252166261,36.047119307069366,True,True,Rainy,133,6.456394157859738
South,Loam,Rice,765.9311714872929,23.517250931157783,True,False,Sunny,91,6.041387379194316
East,Chalky,Maize,225.99951151590116,27.81807732909066,False,False,Cloudy,80,1.839645925121422
East,Clay,Barley,813.4477718075892,34.4970668844209,False,False,Rainy,107,4.946344870536692
South,Peaty,Maize,992.965279431656,16.807602184260563,True,False,Sunny,87,7.503878413593792
South,Peaty,Wheat,151.90475445449408,37.75351723516978,False,True,Rainy,117,2.96945372587892
West,Loam,Rice,485.70438990746175,23.90857158617757,False,False,Rainy,67,2.8900884030791034
West,Peaty,Soybean,725.7969366553533,35.96399750846133,False,True,Rainy,134,5.6443979327599605
West,Sandy,Rice,376.1441876029374,22.572217253666725,True,True,Sunny,105,4.48946712121733
East,Loam,Barley,953.1800671292038,18.53221159328603,True,True,Sunny,102,7.861494976640573
East,Loam,Soybean,430.3615460972821,18.554687218984096,False,True,Cloudy,142,3.926336017010769
East,Silt,Barley,650.5950593001008,22.86470107471571,True,False,Rainy,145,4.7750849831144295
East,Silt,Cotton,466.8148291275214,31.02747190664228,True,True,Cloudy,93,5.486063719694522
East,Loam,Cotton,980.8630154087964,29.769371012219445,True,True,Sunny,71,8.223140823965256
East,Silt,Rice,390.4192898315848,27.23530958425565,True,False,Cloudy,135,3.606744133671499
North,Peaty,Barley,199.99646605859192,37.60733023119674,False,True,Cloudy,134,3.252885357199254
North,Peaty,Soybean,712.4008102015047,30.356379165377643,True,False,Cloudy,122,5.112789421886109
South,Chalky,Maize,324.36140240241787,24.706803439698614,False,False,Rainy,102,1.7961211156906352
West,Chalky,Wheat,697.3224613853171,37.40190207774062,False,False,Cloudy,112,4.7286952583804585
West,Silt,Rice,861.5554357381459,15.916440972878735,True,True,Sunny,145,7.5732320737893986
South,Loam,Wheat,571.1268316125258,23.928086029676827,True,False,Sunny,123,4.92360790464547
West,Sandy,Rice,916.1992664206796,23.643305675670558,False,False,Rainy,70,4.4833277332447485
East,Chalky,Barley,841.5646025269302,34.88852409176417,False,False,Cloudy,101,5.038273899571742
East,Loam,Wheat,636.6235681776608,16.924374283152385,False,True,Cloudy,105,4.278345565355838
North,Sandy,Maize,363.2707380230381,15.284554144390048,True,True,Cloudy,109,4.8513306030477
West,Sandy,Barley,852.0811817451734,20.70181933368172,True,False,Cloudy,138,5.772580726260872
South,Loam,Maize,413.1046511956553,21.8488222044532,False,False,Cloudy,103,2.5283327408547795
South,Clay,Soybean,958.7716709558972,16.258592081539955,True,True,Cloudy,128,8.086961571814578
West,Loam,Cotton,605.6962212472713,21.321042029013206,False,False,Rainy,73,3.3343237716159906
North,Sandy,Barley,160.1947960157184,21.083019925115792,False,False,Cloudy,128,1.5803139772124426
East,Sandy,Cotton,788.6465484528313,31.711173670455075,True,False,Cloudy,82,6.179297441988422
West,Loam,Soybean,277.2711919633697,20.77493860605102,True,True,Cloudy,80,4.644077529548055
South,Clay,Wheat,344.05790365679013,28.13916767888911,False,True,Rainy,116,2.3523930910632025
North,Loam,Cotton,560.6675959950747,24.42447337463093,False,False,Rainy,121,3.236856751507476
West,Peaty,Cotton,783.9583950148331,38.507678120119735,False,True,Sunny,146,6.15511616837026
South,Sandy,Barley,399.01071915281136,19.50231516160376,False,False,Cloudy,110,1.7278248175574524
South,Sandy,Cotton,796.4126391058458,25.38349387602461,False,True,Sunny,80,5.076385965611579
West,Clay,Barley,930.6728273606032,19.851062740072283,True,False,Sunny,130,6.444287344606681
East,Clay,Wheat,518.1000342980012,36.45701557513493,False,False,Cloudy,86,1.843851051186551
South,Sandy,Rice,874.9041235834108,31.20990230580474,True,False,Sunny,67,6.475415860491928
South,Peaty,Soybean,898.799423003824,35.37936976916358,True,True,Sunny,103,8.19334595717848
North,Chalky,Barley,295.4387767339723,21.9822335393141,False,True,Sunny,127,3.258468931447522
North,Sandy,Maize,405.3951918682122,28.4418753182382,True,False,Sunny,103,3.7495843935438056
North,Silt,Rice,606.2294141320601,21.2952189406426,True,True,Sunny,132,6.299494626730154
East,Silt,Barley,146.28459591281555,34.48956869890057,False,True,Cloudy,129,2.6020312889759274
East,Silt,Rice,922.8825487774516,36.30165982633652,False,True,Rainy,96,5.957972875203838
North,Peaty,Maize,802.4595505391148,17.948442263187808,True,True,Rainy,147,6.939860037433104
East,Sandy,Soybean,427.350615538409,26.90407298006094,False,False,Rainy,144,2.614423082249448
East,Silt,Maize,398.103843929094,23.916662426066885,False,True,Sunny,72,3.5241693345825587
South,Peaty,Maize,702.4938720111128,16.862027523448017,False,True,Cloudy,93,4.838841655684045
North,Chalky,Maize,905.5127124356352,31.05999533377566,True,True,Sunny,83,8.375191672396886
South,Silt,Cotton,856.3712233989065,21.130388449220035,False,False,Sunny,145,5.005345760768088
North,Chalky,Soybean,305.29999160740454,21.353508317443605,False,False,Cloudy,90,2.5085646201881566
East,Peaty,Wheat,555.0563656286035,37.64469728878487,False,False,Cloudy,129,4.529038353808241
North,Loam,Soybean,880.1888111211103,31.254657647910605,True,False,Cloudy,62,7.277720499525734
South,Chalky,Wheat,238.29195166195544,22.11793788580398,True,True,Sunny,96,4.172003418225215
West,Silt,Barley,623.948854450311,29.060736894184856,False,False,Rainy,148,3.515433922009578
East,Loam,Rice,706.6895394687567,21.99203210273204,False,True,Cloudy,148,5.106392124109001
West,Peaty,Maize,491.47146886050007,34.04784367479235,False,True,Sunny,84,3.471999051582127
West,Silt,Cotton,298.33005613173214,16.45565661540285,False,True,Sunny,105,2.535471626490772
North,Peaty,Cotton,684.2599964563765,35.75974297937423,False,True,Cloudy,119,4.620370827110021
West,Silt,Soybean,732.3645884652873,23.403522411921283,True,False,Sunny,90,5.223318716862235
East,Peaty,Rice,600.7965502204536,21.24132897638787,False,False,Cloudy,85,3.3930312984397464
West,Clay,Wheat,906.688376449815,35.90935496460415,False,True,Cloudy,112,5.263902924469327
South,Sandy,Cotton,856.412215678786,26.06889843504671,False,False,Sunny,66,4.333794134837058
East,Clay,Rice,100.4181453979692,31.899471623245287,False,False,Sunny,105,1.1963700823596413
South,Clay,Cotton,980.8366307578092,31.745948127481704,True,True,Sunny,68,7.804151244505959
East,Silt,Barley,485.1442155204011,16.301640689841708,True,False,Rainy,79,4.693687045448684
North,Silt,Soybean,644.9394537955133,29.85514528027664,True,False,Sunny,132,5.205797267888983
South,Loam,Wheat,360.5157808427674,16.967873282887226,False,True,Rainy,146,2.732935548974268
East,Peaty,Barley,672.0850871792446,31.34296319925458,False,False,Rainy,108,4.3658585809751935
North,Chalky,Rice,902.8181484655044,32.56448167485349,False,False,Sunny,133,5.532924086353091
South,Silt,Wheat,644.0244877350692,28.065688418750877,False,False,Rainy,70,4.303027909531623
North,Sandy,Rice,642.81808292616,25.493878382132465,True,False,Rainy,87,6.311346090265453
East,Silt,Wheat,717.3792230095411,15.262138935846693,True,False,Rainy,130,4.88288025933718
South,Peaty,Maize,519.4405193276707,38.98054905901321,False,True,Sunny,83,5.461946650248591
West,Silt,Cotton,867.6848665476637,21.41109706564884,True,False,Rainy,78,6.959783242064663
East,Clay,Barley,803.3882570655794,18.20233430505852,True,True,Cloudy,77,6.583535369618226
East,Sandy,Wheat,150.34638997693543,24.9357149938222,False,True,Cloudy,99,3.1573427492159705
West,Clay,Cotton,756.6318318780201,31.5885449200776,False,True,Rainy,140,5.362462790234221
East,Chalky,Cotton,157.25385331835625,28.02467932222337,True,False,Sunny,75,3.598315449344688
East,Loam,Barley,735.8878586379792,23.39719513623627,False,True,Rainy,88,4.257110170498237
East,Silt,Soybean,124.9651775282157,17.256042984114444,False,False,Sunny,119,0.1421580047899306
West,Silt,Cotton,905.6268094821291,24.632924468434567,True,False,Cloudy,148,7.397746121562555
East,Sandy,Wheat,775.4603689290984,29.18341826237988,False,True,Rainy,94,5.66961175252434
West,Loam,Cotton,537.9451879353139,16.941791715411256,True,False,Rainy,140,4.355431607033288
South,Clay,Maize,400.1528409146015,24.739192483659703,False,False,Sunny,114,1.7365420439398394
West,Silt,Wheat,456.6731301973851,20.697884696461784,True,True,Cloudy,139,5.975577464025081
South,Sandy,Maize,466.5151748510792,24.215044249035905,False,True,Cloudy,76,4.884278125895836
North,Peaty,Wheat,410.175293362492,22.938917589796347,True,False,Rainy,122,4.102556065011763
North,Chalky,Maize,868.1313116324026,35.52980652889759,True,True,Cloudy,70,7.442196586582058
West,Silt,Soybean,202.48177023004564,32.01556194442358,False,True,Sunny,135,3.233948280489245
North,Chalky,Barley,737.3260854898123,38.25517036261117,False,True,Cloudy,115,5.44874094397718
West,Chalky,Rice,360.1919285699044,27.28224668324468,True,True,Cloudy,67,4.706881184738236
West,Peaty,Wheat,432.64621227989926,15.992247381421867,False,False,Sunny,98,2.6372702128993595
East,Chalky,Rice,284.74509938580337,37.71527308569013,False,True,Cloudy,148,2.6419941613238613
East,Clay,Wheat,963.7502341975442,30.03338678634641,False,True,Sunny,79,6.256012863260582
South,Sandy,Maize,321.26523916970126,22.500375274194813,False,True,Sunny,116,3.765856257066252
South,Loam,Soybean,277.5489520302306,27.97403479663113,False,True,Cloudy,130,3.701645297528641
West,Clay,Cotton,920.0216012984208,24.302641025045816,True,False,Rainy,144,6.611166759002906
North,Clay,Maize,566.6043447661567,17.673102654506895,False,True,Cloudy,143,4.166828937448031
North,Clay,Cotton,781.6997001230553,24.68222133403877,False,False,Cloudy,137,4.014771056367778
West,Peaty,Barley,290.9008934952078,36.3201815460441,True,False,Cloudy,83,2.7879199568076025
East,Loam,Cotton,755.7580609259743,16.092604752660325,True,False,Rainy,97,5.063826350506568
North,Chalky,Cotton,243.1020699453976,22.721753498999544,True,False,Sunny,122,2.7971779252169706
West,Peaty,Maize,870.1841274777247,29.83454009533765,False,True,Cloudy,126,6.050803692161932
West,Peaty,Wheat,385.10573040686455,34.02796492458772,True,False,Rainy,130,4.154776530844947
East,Peaty,Cotton,532.464341219774,28.805105972345523,True,False,Sunny,140,4.531862755390882
East,Silt,Soybean,109.0392453014759,29.057196290433208,True,False,Cloudy,99,2.976080488148166
South,Silt,Maize,982.2645667574608,16.239600156866487,True,False,Cloudy,133,7.1623944998643125
North,Peaty,Barley,619.3785979614139,27.81562451912375,True,False,Cloudy,123,5.567050665642727
North,Loam,Rice,597.9181641618301,33.595323945141004,True,True,Rainy,120,6.03572762269444
North,Sandy,Cotton,234.21617560813425,21.21275095256625,True,False,Cloudy,112,2.486647715278842
North,Clay,Rice,552.237947250044,25.115630991697675,True,False,Rainy,138,4.355583167796191
South,Loam,Rice,725.1096140886974,30.609291884775647,False,True,Cloudy,124,5.53131650092728
East,Silt,Rice,560.2497145190512,39.05356411227783,True,False,Sunny,118,5.917600110302038
West,Chalky,Wheat,674.2194312282696,33.19953386555302,False,True,Sunny,69,5.669407211160336
West,Silt,Wheat,976.1086900764498,32.123008788477804,True,True,Sunny,114,8.80199511180327
West,Loam,Rice,789.1929953914391,24.8246161298234,False,False,Rainy,102,5.478608955337668
East,Sandy,Cotton,359.4794226698444,39.43906197897575,True,True,Rainy,99,4.695796053999575
South,Loam,Barley,874.8702805966685,27.70918592409326,True,False,Rainy,147,6.176032615001472
East,Chalky,Soybean,295.36805761102096,17.997644116605354,False,False,Sunny,124,1.2168252865894469
East,Sandy,Soybean,209.80391756834592,30.03064586787939,False,False,Cloudy,73,1.7047193986928535
East,Silt,Maize,591.2958959057273,27.778186300157586,False,True,Rainy,85,4.829235953743045
North,Silt,Soybean,305.1243062025368,22.433773054315456,False,True,Sunny,92,4.079997773445171
South,Peaty,Maize,156.57898450642375,27.4203753348709,True,True,Cloudy,105,4.942519847722033
North,Sandy,Maize,399.0715083075932,16.76068582512152,False,False,Sunny,139,2.499158084520031
West,Peaty,Rice,475.5379858921077,21.848624762329457,True,False,Cloudy,111,4.438219167048514
West,Silt,Maize,287.9812367143197,37.3648183369833,True,True,Sunny,105,4.9665750839319385
North,Clay,Barley,789.042614430374,32.35435609958409,False,True,Cloudy,140,5.585841146309719
South,Peaty,Barley,667.7680765388808,27.1810350930347,False,False,Rainy,114,3.5683808367273384
West,Sandy,Soybean,797.128884201115,33.03338810945283,False,True,Cloudy,136,5.788334182135457
North,Sandy,Barley,752.996735408491,38.16278962353993,True,True,Cloudy,136,7.029356361390093
West,Clay,Rice,847.9260738072984,31.70460401630094,False,False,Cloudy,77,4.636445100897745
West,Peaty,Maize,952.7401872432212,18.35308577892441,False,True,Rainy,123,5.536603788913663
North,Peaty,Wheat,148.0126915050163,27.26696865357301,True,False,Sunny,75,3.453204465660555
West,Silt,Wheat,962.2547897360944,37.44490150492729,False,False,Rainy,125,6.2484826011883845
West,Sandy,Cotton,402.4895064859764,24.22151166267013,True,True,Rainy,125,4.810892721886915
East,Sandy,Soybean,864.8866121380412,33.96315387004066,False,True,Sunny,112,5.502470906052161
East,Chalky,Cotton,222.23132489035956,28.92374399612652,True,False,Cloudy,87,2.286589022528264
East,Silt,Maize,215.51124500727624,35.59147060060314,True,False,Sunny,78,3.1581656614005515
South,Sandy,Rice,848.127256139053,21.751719295976564,True,True,Rainy,94,7.466470944513193
North,Peaty,Wheat,842.891204151692,37.00672658324299,False,True,Cloudy,91,6.614651589274324
West,Silt,Wheat,478.53196467291536,35.33765872407557,False,True,Sunny,96,4.323967163397912
South,Chalky,Barley,575.682778330001,29.78151056386577,True,False,Rainy,77,5.116130124478792
West,Clay,Soybean,311.0437257685396,32.343816597613426,True,False,Cloudy,80,4.151892342279767
North,Silt,Barley,328.0789046347752,22.76180440788754,False,False,Cloudy,103,1.700404410438998
North,Silt,Rice,104.36629030489026,18.17377960020542,False,False,Cloudy,118,0.6079567502020543
South,Clay,Maize,919.6682690111296,17.58275904292735,True,True,Cloudy,108,8.457381210936688
North,Silt,Rice,703.5730290166465,16.61863686529039,True,True,Cloudy,136,6.378602448736361
North,Clay,Maize,239.38232057285512,36.21346473983437,False,True,Sunny,143,4.087056878547173
East,Silt,Barley,981.1694918753648,25.048070295567268,False,True,Sunny,145,6.053893934040128
South,Peaty,Maize,235.3698230313581,27.7801169046528,True,False,Sunny,74,3.687213269024892
East,Loam,Wheat,809.6532284885956,18.25881454156785,True,False,Cloudy,110,5.81703713350939
North,Silt,Maize,295.54219702130314,35.08841293097922,True,True,Cloudy,70,3.8447851211054207
East,Chalky,Soybean,928.896711782295,32.36972988422595,False,False,Sunny,126,5.467472142607713
West,Peaty,Maize,632.6067002461555,36.00148437040566,False,False,Cloudy,142,3.0212493897317683
North,Clay,Wheat,199.9814751992188,19.16331125413845,False,True,Cloudy,125,2.313789684779406
North,Clay,Maize,415.3185650574483,16.84370021783538,True,True,Sunny,119,5.29237558590208
East,Chalky,Maize,983.352586193304,26.065804273254276,False,False,Rainy,121,5.631745912238919
North,Silt,Maize,518.8177195800523,33.76224146047658,False,False,Rainy,107,3.5398955370550174
South,Peaty,Barley,551.5401721843714,22.096951345027144,True,True,Sunny,126,5.120597722840902
West,Silt,Barley,966.8625418004444,24.431655279612286,False,False,Sunny,85,5.554623278009404
South,Sandy,Soybean,989.7695338778344,31.975563576203808,True,False,Sunny,61,6.534583984248606
South,Clay,Cotton,932.1745353697122,17.034563680956733,False,False,Rainy,122,4.584047357948648
North,Loam,Soybean,163.71428137913824,36.8038773344114,True,True,Sunny,101,3.85767999719718
North,Sandy,Barley,134.93722164355387,23.73677422605977,True,False,Rainy,133,1.950392529314035
East,Loam,Maize,489.1581411813797,25.88546692133212,True,False,Rainy,67,4.56638528789047
North,Peaty,Rice,385.2866230165829,24.6568463390727,False,False,Cloudy,129,2.181121584985018
North,Peaty,Barley,127.7402829333923,36.80313624402592,True,True,Rainy,119,4.842457014754381
South,Silt,Maize,566.6200238235785,18.436101027588137,False,True,Rainy,119,4.158222473002425
West,Silt,Wheat,488.8632447410977,27.32243807616067,False,True,Cloudy,130,5.776376367816879
North,Chalky,Rice,479.9624283839405,21.481183210932237,False,False,Rainy,126,3.4239471672147737
South,Chalky,Maize,972.0883374643496,33.45731696881038,False,False,Sunny,70,5.317741805721282
West,Peaty,Soybean,887.117642692879,22.896630159724538,False,True,Cloudy,76,6.216479489720259
South,Chalky,Soybean,885.4746996900998,38.1619014664752,True,True,Cloudy,107,7.88236404261119
West,Sandy,Cotton,205.5832769609739,24.10316961759037,True,True,Cloudy,114,4.836321167322817
North,Silt,Maize,338.5715810348164,29.326603017883755,True,False,Sunny,61,3.599518314931132
West,Loam,Maize,611.796131116766,35.43773415815595,True,False,Rainy,60,5.174005960300126
South,Silt,Soybean,254.88175719323976,24.995864614461038,False,False,Cloudy,95,2.1201366692883403
South,Loam,Wheat,612.7152322341552,32.35003352418032,False,False,Cloudy,61,4.2251753194213055
West,Peaty,Barley,771.6827481951683,31.95998214992077,True,True,Rainy,134,6.8932800985292015
North,Sandy,Wheat,459.2318988830172,37.69176921373199,False,False,Rainy,92,2.93470155483199
East,Peaty,Cotton,551.9490571628738,18.287674620172464,False,True,Rainy,70,4.233063053269018
North,Clay,Cotton,367.10599528365503,22.365201232525145,True,True,Rainy,83,5.822544073380507
West,Sandy,Wheat,887.9533539283743,20.47780258842948,True,False,Rainy,88,6.2663106658402175
West,Loam,Maize,701.302034944318,27.23923858626068,True,True,Cloudy,149,6.261690647427448
South,Sandy,Rice,696.9253945980421,24.229851890799765,True,True,Sunny,107,6.802541630350946
East,Silt,Barley,350.9904601845056,27.64841263409535,False,True,Rainy,94,3.3020854947689235
South,Clay,Rice,565.5172673115957,22.101269114937164,False,True,Sunny,88,4.033630857637351
East,Sandy,Wheat,699.0728386124739,28.890661832185963,True,False,Rainy,93,4.296708155628345
West,Silt,Maize,138.17002283470168,19.935401330902884,False,False,Rainy,106,0.8489937185548182
North,Clay,Barley,288.62385373549,20.933566526063828,True,True,Cloudy,68,4.635611467728049
South,Loam,Wheat,863.0124690241455,25.25951591213075,True,False,Sunny,119,6.802389692196159
South,Sandy,Rice,861.250476575476,25.10811116598842,False,False,Rainy,68,4.917863671285546
East,Sandy,Rice,667.1643339891738,39.47673804920075,False,True,Cloudy,61,5.714597184676025
South,Loam,Maize,134.13508373923625,26.60924316264057,True,False,Cloudy,90,2.812394704947641
South,Loam,Maize,950.1996711751436,33.342573385556165,False,True,Rainy,97,6.816854709784351
East,Chalky,Soybean,936.9463438111936,27.420280924037307,False,False,Cloudy,113,5.6266302699566
West,Sandy,Wheat,993.0372624800716,18.66710189830694,False,True,Sunny,72,5.518793853912433
South,Sandy,Maize,860.689837465294,31.5156215308118,True,True,Rainy,65,7.986613535137308
North,Loam,Rice,684.5401954977289,21.822494270431847,False,False,Rainy,97,3.620731425684613
North,Loam,Cotton,280.43741448108915,38.75304686768541,False,False,Cloudy,117,2.0629355464153902
South,Loam,Wheat,176.5621567813376,23.83251582010645,True,False,Cloudy,110,3.199338998491123
South,Silt,Soybean,908.503879222089,33.99415534609278,False,False,Rainy,134,4.915457446189025
South,Chalky,Wheat,485.9412737488456,16.443554706157368,True,False,Cloudy,66,4.191676629889199
West,Loam,Rice,793.2028427882037,38.94077284514842,True,True,Rainy,126,7.49508262279861
West,Silt,Cotton,157.21222523004283,38.24811516028048,False,False,Rainy,89,1.2781069381470738
North,Peaty,Wheat,114.6191864098514,38.26916091189048,False,False,Sunny,70,0.9019087165542644
West,Peaty,Wheat,863.7956089569476,38.76930928702919,True,False,Sunny,120,6.0377277680651416
West,Loam,Maize,957.2571953485505,18.10083233380673,False,False,Cloudy,148,5.143656832827681
South,Silt,Wheat,790.2505946407638,18.4113991416,False,False,Sunny,133,4.63690227257945
East,Chalky,Barley,542.6677821709092,27.206772878303543,True,False,Cloudy,129,4.612945058417127
East,Sandy,Barley,608.3945159207293,27.48803848363043,True,False,Sunny,110,4.789474173424734
West,Sandy,Cotton,130.79911287551795,20.947615481156458,False,True,Cloudy,122,2.3028753717167745
East,Clay,Cotton,820.232660674765,30.825030014301568,True,True,Rainy,108,7.023144293805061
North,Silt,Soybean,542.7331315529818,39.4804413790654,True,True,Cloudy,76,6.036347171981447
West,Loam,Soybean,399.0615669034997,28.61384596119581,True,False,Sunny,91,4.349574128564588
South,Sandy,Rice,439.7641989504541,22.02810781998534,False,True,Cloudy,72,3.9607994385373
East,Chalky,Maize,527.7078235429653,19.442547608879263,True,True,Rainy,119,5.649645652506103
East,Loam,Maize,402.11723309034295,34.70624422497849,False,True,Rainy,110,3.5879560546494065
East,Peaty,Maize,466.4132934458703,23.467145798353407,True,True,Rainy,76,4.934620926982372
North,Clay,Barley,935.6041023499378,16.334030129364365,False,False,Sunny,131,5.813992578596028
East,Clay,Wheat,493.7799312382068,30.40330043087244,False,False,Sunny,70,3.351427741002892
South,Loam,Barley,452.1410768304965,20.60220439202522,False,False,Rainy,84,2.695675385057233
South,Loam,Rice,105.72851715764496,31.413282396050985,True,False,Cloudy,141,2.578412855629412
South,Peaty,Soybean,203.54728955516816,38.58097472253566,False,True,Sunny,96,3.524750594766955
East,Loam,Cotton,741.9421838166284,33.12624074077488,True,True,Sunny,146,7.094807697674896
North,Loam,Rice,957.4675761044182,15.459203615242467,True,True,Sunny,140,6.947760291292576
East,Clay,Rice,197.86663619371268,32.29623921559441,False,False,Sunny,102,2.770760577060514
East,Sandy,Maize,502.3835709901768,32.64654398546388,True,True,Sunny,84,5.438946169628104
South,Sandy,Soybean,114.39544935086248,28.11618943965812,False,True,Rainy,111,1.7089234907087856
North,Chalky,Cotton,807.6383006500733,29.743516768363374,True,False,Cloudy,66,6.423622264789011
East,Silt,Rice,968.0347800737796,35.517962354678225,True,True,Rainy,111,8.624577448355314
South,Clay,Soybean,324.40121557933765,33.15367923914944,True,False,Cloudy,136,3.986019875971964
West,Sandy,Rice,695.9540382083733,35.23651799119821,True,False,Sunny,78,5.702665412066604
East,Peaty,Wheat,468.1196138377455,35.31351812502699,True,True,Sunny,138,6.604503459076185
North,Chalky,Wheat,265.5068223687072,35.1123964105021,False,False,Rainy,114,2.780107164663598
South,Loam,Cotton,849.3226907134755,29.33554819914457,True,False,Cloudy,70,5.74273524726117
North,Clay,Barley,396.18290908976246,33.533325248322285,True,True,Cloudy,96,5.353956636452914
South,Chalky,Rice,567.93294257285,19.12452956944414,False,False,Rainy,149,3.986210815754146
